time,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
22.95,-10.46,52670,5188.92,4250.32,80.86,26,9.07,9.03,9.08
22.96,-10.46,52660,5190.33,4251.74,80.76,26,9.05,9.03,9.08
22.97,-10.46,52656,5190.9,4252.3,80.65,26,9.07,9.03,9.08
22.98,-10.45,52650,5191.75,4253.15,80.55,26,9.07,9.03,9.07
22.99,-10.45,52641,5193.02,4254.43,80.44,26,9.02,9.03,9.07
23,-10.45,52641,5193.02,4254.43,80.34,26,9.05,9.02,9.08
23.01,-10.45,52642,5192.88,4254.28,80.23,26,9.05,9.02,9.07
23.02,-10.45,52627,5195,4256.41,80.13,25.9,9.05,9.05,9.07
23.03,-10.45,52624,5195.43,4256.83,80.02,25.9,9.07,9.03,9.08
23.04,-10.45,52617,5196.42,4257.82,79.92,25.9,9.07,9.03,9.07
23.05,-10.45,52613,5196.98,4258.39,79.82,25.9,9.05,9.03,9.08
23.06,-10.45,52609,5197.55,4258.95,79.71,25.9,9.07,9.03,9.08
23.07,-10.45,52596,5199.39,4260.79,79.61,26,9.07,9.03,9.08
23.08,-10.45,52595,5199.53,4260.93,79.5,26,9.05,9.03,9.07
23.09,-10.45,52594,5199.67,4261.08,79.4,26,9.05,9.03,9.07
23.1,-10.45,52590,5200.24,4261.64,79.29,26,9.02,9.02,9.07
23.11,-10.45,52590,5200.24,4261.64,79.19,26,9.05,9.03,9.08
23.12,-10.45,52577,5202.08,4263.48,79.09,26,9.05,9.02,9.07
23.13,-10.45,52566,5203.64,4265.04,78.98,25.9,9.07,9.03,9.07
23.14,-10.45,52560,5204.49,4265.89,78.88,25.9,9.07,9.03,9.08
23.15,-10.45,52551,5205.76,4267.17,78.77,25.9,9.05,9.03,9.07
23.16,-10.45,52547,5206.33,4267.73,78.67,25.9,9.05,9.03,9.08
23.17,-10.45,52539,5207.46,4268.87,78.56,26,9.07,9.05,9.08
23.18,-10.45,52543,5206.89,4268.3,78.46,26,9.05,9.03,9.08
23.19,-10.45,52530,5208.74,4270.14,78.36,26,9.07,9.03,9.08
23.2,-10.45,52526,5209.3,4270.71,78.25,26,9.05,9.03,9.07
23.21,-10.45,52523,5209.73,4271.13,78.15,26,9.02,9.02,9.07
23.22,-10.45,52523,5209.73,4271.13,78.04,26,9.05,9.03,9.08
23.23,-10.45,52511,5211.43,4272.83,77.94,26,9.05,9.02,9.07
23.24,-10.45,52507,5211.99,4273.4,77.84,25.9,9.05,9.03,9.07
23.25,-10.45,52506,5212.14,4273.54,77.73,25.9,9.07,9.03,9.07
23.26,-10.45,52491,5214.26,4275.67,77.63,25.9,9.07,9.03,9.07
23.27,-10.45,52495,5213.7,4275.1,77.52,25.9,9.07,9.03,9.08
23.28,-10.45,52481,5215.68,4277.09,77.42,26,9.05,9.03,9.07
23.29,-10.45,52475,5216.53,4277.94,77.31,26,9.07,9.03,9.08
23.3,-10.45,52475,5216.53,4277.94,77.21,26,9.05,9.03,9.07
23.31,-10.45,52459,5218.8,4280.21,77.1,26,9.07,9.03,9.08
23.32,-10.45,52458,5218.94,4280.35,77,26,9.02,9.02,9.07
23.33,-10.45,52458,5218.94,4280.35,76.89,26,9.07,9.02,9.08
23.34,-10.45,52457,5219.09,4280.49,76.79,26,9.05,9.02,9.07
23.35,-10.45,52449,5220.22,4281.63,76.68,25.9,9.07,9.03,9.08
23.36,-10.45,52445,5220.79,4282.19,76.58,25.9,9.05,9.03,9.07
23.37,-10.45,52435,5222.21,4283.61,76.47,25.9,9.05,9.03,9.08
23.38,-10.45,52421,5224.19,4285.6,76.37,25.9,9.07,9.03,9.07
23.39,-10.45,52424,5223.77,4285.17,76.27,26,9.05,9.03,9.07
23.4,-10.45,52421,5224.19,4285.6,76.16,26,9.07,9.03,9.07
23.41,-10.45,52415,5225.05,4286.45,76.06,26,9.07,9.03,9.08
23.42,-10.45,52410,5225.75,4287.16,75.95,26,9.05,9.03,9.07
23.43,-10.45,52404,5226.61,4288.01,75.85,26,9.02,9.03,9.07
23.44,-10.45,52404,5226.61,4288.01,75.74,26,9.05,9.03,9.08
23.45,-10.45,52404,5226.61,4288.01,75.64,26,9.05,9.02,9.07
23.46,-10.45,52383,5229.59,4290.99,75.53,25.9,9.07,9.03,9.08
23.47,-10.45,52376,5230.58,4291.99,75.43,25.9,9.05,9.03,9.07
23.48,-10.45,52377,5230.44,4291.85,75.32,25.9,9.05,9.03,9.07
23.49,-10.45,52369,5231.58,4292.98,75.22,25.9,9.05,9.03,9.08
23.5,-10.45,52367,5231.86,4293.27,75.11,26,9.05,9.03,9.07
23.51,-10.45,52366,5232,4293.41,75.01,26,9.07,9.03,9.08
23.52,-10.45,52352,5233.99,4295.4,74.91,26,9.05,9.03,9.08
23.53,-10.45,52357,5233.28,4294.69,74.8,26,9.05,9.03,9.07
23.54,-10.45,52345,5234.99,4296.39,74.7,26,9.02,9.02,9.07
23.55,-10.45,52345,5234.99,4296.39,74.59,26,9.05,9.02,9.08
23.56,-10.45,52338,5235.98,4297.39,74.49,26,9.05,9.02,9.07
23.57,-10.45,52326,5237.69,4299.09,74.38,25.9,9.05,9.03,9.08
23.58,-10.45,52322,5238.26,4299.66,74.28,25.9,9.07,9.03,9.08
23.59,-10.45,52316,5239.11,4300.51,74.18,25.9,9.07,9.03,9.07
23.6,-10.45,52309,5240.1,4301.51,74.07,25.9,9.07,9.03,9.08
23.61,-10.45,52310,5239.96,4301.37,73.97,26,9.05,9.03,9.07
23.62,-10.45,52304,5240.82,4302.22,73.86,26,9.05,9.03,9.08
23.63,-10.45,52302,5241.1,4302.51,73.76,26,9.07,9.03,9.07
23.64,-10.45,52295,5242.1,4303.5,73.65,26,9.07,9.03,9.07
23.65,-10.45,52281,5244.09,4305.49,73.55,26,9.02,9.02,9.07
23.66,-10.45,52281,5244.09,4305.49,73.44,26,9.05,9.03,9.08
23.67,-10.45,52281,5244.09,4305.49,73.34,26,9.05,9.03,9.07
23.68,-10.45,52266,5246.22,4307.63,73.23,25.9,9.07,9.03,9.07
23.69,-10.45,52265,5246.36,4307.77,73.13,25.9,9.05,9.05,9.08
23.7,-10.45,52264,5246.5,4307.91,73.03,25.9,9.07,9.05,9.07
23.71,-10.45,52256,5247.64,4309.05,72.92,25.9,9.05,9.03,9.08
23.72,-10.45,52247,5248.92,4310.33,72.82,26,9.07,9.03,9.07
23.73,-10.45,52250,5248.5,4309.9,72.71,26,9.07,9.03,9.08
23.74,-10.45,52243,5249.49,4310.9,72.61,26,9.07,9.03,9.08
23.75,-10.45,52242,5249.64,4311.04,72.5,26,9.07,9.03,9.08
23.76,-10.45,52231,5251.2,4312.61,72.4,26,9.02,9.03,9.07
23.77,-10.45,52231,5251.2,4312.61,72.29,26,9.05,9.03,9.08
23.78,-10.44,52221,5252.63,4314.03,72.19,26,9.05,9.03,9.07
23.79,-10.44,52219,5252.91,4314.32,72.08,25.9,9.07,9.03,9.07
23.8,-10.44,52210,5254.19,4315.6,71.98,25.9,9.07,9.03,9.07
23.81,-10.44,52204,5255.05,4316.45,71.87,25.9,9.05,9.03,9.07
23.82,-10.44,52199,5255.76,4317.16,71.77,25.9,9.07,9.03,9.07
23.83,-10.44,52191,5256.9,4318.3,71.66,26,9.07,9.03,9.07
23.84,-10.44,52189,5257.18,4318.59,71.56,26,9.05,9.03,9.08
23.85,-10.44,52187,5257.47,4318.87,71.46,26,9.07,9.05,9.08
23.86,-10.44,52176,5259.03,4320.44,71.35,26,9.05,9.03,9.08
23.87,-10.44,52170,5259.89,4321.29,71.25,26,9.02,9.03,9.07
23.88,-10.44,52170,5259.89,4321.29,71.14,26,9.05,9.02,9.08
23.89,-10.43,52170,5259.89,4321.29,71.04,26,9.05,9.02,9.07
23.9,-10.43,52163,5260.89,4322.29,70.93,25.9,9.07,9.03,9.08
23.91,-10.43,52159,5261.46,4322.86,70.83,25.9,9.07,9.03,9.07
23.92,-10.43,52149,5262.88,4324.29,70.73,25.9,9.07,9.03,9.07
23.93,-10.43,52145,5263.45,4324.86,70.62,25.9,9.07,9.05,9.07
23.94,-10.43,52141,5264.02,4325.43,70.52,26,9.07,9.03,9.07
23.95,-10.43,52136,5264.74,4326.14,70.41,26,9.05,9.05,9.07
23.96,-10.43,52128,5265.88,4327.28,70.31,26,9.05,9.03,9.07
23.97,-10.43,52127,5266.02,4327.42,70.2,26,9.05,9.03,9.07
23.98,-10.42,52120,5267.02,4328.42,70.1,26,9.02,9.02,9.07
23.99,-10.42,52120,5267.02,4328.42,70,26,9.05,9.03,9.08
24,-10.42,52116,5267.59,4328.99,69.89,26,9.05,9.02,9.07
24.01,-10.42,52103,5269.44,4330.85,69.79,25.9,9.07,9.03,9.07
24.02,-10.42,52110,5268.44,4329.85,69.68,25.9,9.07,9.03,9.08
24.03,-10.42,52099,5270.01,4331.42,69.58,25.9,9.07,9.03,9.08
24.04,-10.42,52089,5271.44,4332.84,69.47,25.9,9.07,9.03,9.08
24.05,-10.42,52084,5272.15,4333.56,69.37,26,9.07,9.03,9.07
24.06,-10.41,52082,5272.44,4333.84,69.27,26,9.07,9.03,9.07
24.07,-10.41,52076,5273.29,4334.7,69.16,26,9.05,9.03,9.08
24.08,-10.41,52073,5273.72,4335.13,69.06,26,9.05,9.03,9.07
24.09,-10.41,52065,5274.86,4336.27,68.96,26,9.02,9.03,9.07
24.1,-10.41,52065,5274.86,4336.27,68.85,26,9.07,9.02,9.08
24.11,-10.41,52064,5275.01,4336.41,68.75,26,9.05,9.02,9.07
24.12,-10.41,52055,5276.29,4337.7,68.64,25.9,9.05,9.03,9.08
24.13,-10.4,52054,5276.43,4337.84,68.54,25.9,9.07,9.03,9.08
24.14,-10.4,52041,5278.29,4339.69,68.43,25.9,9.05,9.03,9.07
24.15,-10.4,52040,5278.43,4339.84,68.33,25.9,9.07,9.03,9.08
24.16,-10.4,52027,5280.29,4341.69,68.23,26,9.07,9.03,9.08
24.17,-10.4,52024,5280.72,4342.12,68.12,26,9.05,9.03,9.08
24.18,-10.4,52021,5281.14,4342.55,68.02,26,9.05,9.03,9.07
24.19,-10.4,52013,5282.29,4343.69,67.91,26,9.05,9.03,9.08
24.2,-10.4,52016,5281.86,4343.26,67.81,26,9.02,9.02,9.07
24.21,-10.39,52016,5281.86,4343.26,67.71,26,9.05,9.02,9.08
24.22,-10.39,52009,5282.86,4344.26,67.6,26,9.05,9.02,9.07
24.23,-10.39,51999,5284.29,4345.69,67.5,25.9,9.07,9.05,9.08
24.24,-10.39,51992,5285.29,4346.69,67.39,25.9,9.07,9.03,9.07
24.25,-10.39,51989,5285.72,4347.12,67.29,25.9,9.07,9.03,9.07
24.26,-10.39,51988,5285.86,4347.26,67.19,25.9,9.07,9.03,9.08
24.27,-10.39,51983,5286.57,4347.98,67.08,26,9.07,9.03,9.07
24.28,-10.38,51975,5287.72,4349.12,66.98,26,9.05,9.03,9.07
24.29,-10.38,51975,5287.72,4349.12,66.87,26,9.07,9.03,9.07
24.3,-10.38,51958,5290.15,4351.55,66.77,26,9.05,9.03,9.07
24.31,-10.38,51969,5288.57,4349.98,66.67,26,9.02,9.03,9.07
24.32,-10.38,51969,5288.57,4349.98,66.56,26,9.05,9.02,9.08
24.33,-10.38,51953,5290.86,4352.27,66.46,26,9.05,9.03,9.07
24.34,-10.38,51948,5291.58,4352.98,66.35,25.9,9.07,9.03,9.08
24.35,-10.37,51944,5292.15,4353.55,66.25,25.9,9.07,9.03,9.08
24.36,-10.37,51942,5292.43,4353.84,66.15,25.9,9.07,9.05,9.08
24.37,-10.37,51934,5293.58,4354.98,66.04,25.9,9.05,9.03,9.08
24.38,-10.37,51929,5294.29,4355.7,65.94,25.9,9.07,9.03,9.07
24.39,-10.37,51925,5294.87,4356.27,65.84,26,9.05,9.03,9.07
24.4,-10.37,51919,5295.72,4357.13,65.73,26,9.07,9.03,9.08
24.41,-10.36,51919,5295.72,4357.13,65.63,26,9.07,9.03,9.07
24.42,-10.36,51912,5296.73,4358.13,65.53,26,9.02,9.02,9.07
24.43,-10.36,51912,5296.73,4358.13,65.42,26,9.05,9.02,9.08
24.44,-10.36,51908,5297.3,4358.7,65.32,26,9.05,9.02,9.07
24.45,-10.36,51895,5299.16,4360.56,65.21,25.9,9.07,9.03,9.07
24.46,-10.35,51892,5299.59,4360.99,65.11,25.9,9.05,9.03,9.07
24.47,-10.35,51893,5299.44,4360.85,65.01,25.9,9.07,9.03,9.07
24.48,-10.35,51886,5300.45,4361.85,64.9,25.9,9.05,9.03,9.08
24.49,-10.35,51879,5301.45,4362.85,64.8,26,9.07,9.03,9.08
24.5,-10.34,51875,5302.02,4363.43,64.7,26,9.07,9.03,9.08
24.51,-10.34,51876,5301.88,4363.28,64.59,26,9.07,9.03,9.08
24.52,-10.34,51866,5303.31,4364.71,64.49,26,9.07,9.03,9.07
24.53,-10.34,51864,5303.6,4365,64.39,26,9.02,9.02,9.07
24.54,-10.33,51864,5303.6,4365,64.28,26,9.05,9.02,9.08
24.55,-10.33,51857,5304.6,4366,64.18,26,9.03,9.02,9.07
24.56,-10.33,51845,5306.32,4367.72,64.08,25.9,9.05,9.03,9.08
24.57,-10.33,51846,5306.17,4367.58,63.97,25.9,9.07,9.03,9.08
24.58,-10.32,51841,5306.89,4368.29,63.87,25.9,9.05,9.03,9.08
24.59,-10.32,51832,5308.18,4369.58,63.77,25.9,9.05,9.03,9.08
24.6,-10.32,51835,5307.75,4369.15,63.66,25.9,9.05,9.03,9.08
24.61,-10.32,51825,5309.18,4370.59,63.56,26,9.05,9.03,9.07
24.62,-10.31,51824,5309.32,4370.73,63.46,26,9.07,9.03,9.07
24.63,-10.31,51818,5310.18,4371.59,63.35,26,9.05,9.03,9.07
24.64,-10.31,51810,5311.33,4372.74,63.25,26,9.02,9.02,9.07
24.65,-10.3,51810,5311.33,4372.74,63.14,26,9.07,9.03,9.08
24.66,-10.3,51809,5311.47,4372.88,63.04,26,9.05,9.02,9.07
24.67,-10.3,51795,5313.48,4374.88,62.94,25.9,9.07,9.03,9.07
24.68,-10.29,51794,5313.62,4375.03,62.84,25.9,9.07,9.03,9.07
24.69,-10.29,51790,5314.2,4375.6,62.73,25.9,9.07,9.03,9.08
24.7,-10.29,51789,5314.34,4375.74,62.63,25.9,9.07,9.03,9.07
24.71,-10.29,51785,5314.91,4376.32,62.53,26,9.05,9.03,9.08
24.72,-10.28,51772,5316.78,4378.18,62.42,26,9.07,9.03,9.07
24.73,-10.28,51773,5316.63,4378.04,62.32,26,9.07,9.03,9.08
24.74,-10.28,51767,5317.49,4378.9,62.22,26,9.07,9.03,9.07
24.75,-10.27,51766,5317.64,4379.04,62.12,26,9.02,9.03,9.07
24.76,-10.27,51766,5317.64,4379.04,62.01,26,9.05,9.02,9.08
24.77,-10.27,51760,5318.5,4379.9,61.91,26,9.05,9.02,9.05
24.78,-10.26,51751,5319.79,4381.19,61.81,25.9,9.07,9.03,9.07
24.79,-10.26,51747,5320.36,4381.77,61.7,25.9,9.05,9.03,9.07
24.8,-10.26,51744,5320.79,4382.2,61.6,25.9,9.07,9.03,9.07
24.81,-10.25,51738,5321.65,4383.06,61.5,25.9,9.07,9.03,9.07
24.82,-10.25,51736,5321.94,4383.34,61.4,26,9.07,9.03,9.07
24.83,-10.25,51731,5322.66,4384.06,61.29,26,9.07,9.03,9.08
24.84,-10.24,51731,5322.66,4384.06,61.19,26,9.07,9.03,9.07
24.85,-10.24,51719,5324.38,4385.78,61.09,26,9.07,9.03,9.07
24.86,-10.24,51723,5323.8,4385.21,60.99,26,9,9.02,9.07
24.87,-10.23,51723,5323.8,4385.21,60.89,26,9.05,9.02,9.08
24.88,-10.23,51710,5325.67,4387.08,60.78,26,9.05,9.02,9.07
24.89,-10.23,51705,5326.39,4387.79,60.68,25.9,9.07,9.03,9.07
24.9,-10.22,51696,5327.68,4389.09,60.58,25.9,9.07,9.03,9.07
24.91,-10.22,51695,5327.82,4389.23,60.48,25.9,9.05,9.03,9.08
24.92,-10.22,51690,5328.54,4389.95,60.38,25.9,9.05,9.03,9.08
24.93,-10.22,51688,5328.83,4390.23,60.27,26,9.07,9.03,9.07
24.94,-10.21,51686,5329.12,4390.52,60.17,26,9.07,9.03,9.08
24.95,-10.21,51681,5329.83,4391.24,60.07,26,9.07,9.03,9.08
24.96,-10.21,51675,5330.69,4392.1,59.97,26,9.07,9.03,9.07
24.97,-10.2,51666,5331.99,4393.39,59.87,26,9.02,9.02,9.07
24.98,-10.2,51666,5331.99,4393.39,59.76,26,9.05,9.03,9.08
24.99,-10.2,51665,5332.13,4393.54,59.66,26,9.05,9.02,9.07
25,-10.2,51656,5333.42,4394.83,59.56,25.9,9.07,9.03,9.07
25.01,-10.19,51654,5333.71,4395.12,59.46,25.9,9.05,9.03,9.08
25.02,-10.19,51651,5334.14,4395.55,59.36,25.9,9.07,9.03,9.08
25.03,-10.19,51645,5335,4396.41,59.25,25.9,9.07,9.03,9.08
25.04,-10.19,51638,5336.01,4397.41,59.15,26,9.07,9.03,9.07
25.05,-10.18,51638,5336.01,4397.41,59.05,26,9.07,9.03,9.08
25.06,-10.18,51632,5336.87,4398.28,58.95,26,9.07,9.03,9.08
25.07,-10.18,51633,5336.73,4398.13,58.85,26,9.07,9.03,9.08
25.08,-10.18,51626,5337.73,4399.14,58.75,26,9.02,9.02,9.07
25.09,-10.17,51626,5337.73,4399.14,58.64,26,9.05,9.03,9.08
25.1,-10.17,51619,5338.74,4400.14,58.54,26,9.05,9.02,9.07
25.11,-10.17,51612,5339.75,4401.15,58.44,25.9,9.05,9.03,9.08
25.12,-10.17,51607,5340.46,4401.87,58.34,25.9,9.07,9.03,9.08
25.13,-10.16,51607,5340.46,4401.87,58.24,25.9,9.07,9.03,9.07
25.14,-10.16,51600,5341.47,4402.88,58.13,25.9,9.07,9.03,9.07
25.15,-10.16,51597,5341.9,4403.31,58.03,26,9.07,9.03,9.08
25.16,-10.16,51594,5342.33,4403.74,57.93,26,9.05,9.03,9.08
25.17,-10.16,51591,5342.76,4404.17,57.83,26,9.05,9.03,9.07
25.18,-10.15,51584,5343.77,4405.18,57.73,26,9.05,9.03,9.08
25.19,-10.15,51579,5344.49,4405.9,57.63,26,9.02,9.03,9.07
25.2,-10.15,51579,5344.49,4405.9,57.53,26,9.05,9.03,9.08
25.21,-10.15,51579,5344.49,4405.9,57.42,26,9.05,9.02,9.05
25.22,-10.15,51566,5346.36,4407.77,57.32,25.9,9.05,9.03,9.08
25.23,-10.14,51564,5346.65,4408.05,57.22,25.9,9.07,9.03,9.07
25.24,-10.14,51558,5347.51,4408.92,57.12,25.9,9.07,9.05,9.07
25.25,-10.14,51555,5347.94,4409.35,57.02,25.9,9.05,9.03,9.07
25.26,-10.14,51554,5348.09,4409.49,56.92,25.9,9.07,9.03,9.07
25.27,-10.14,51551,5348.52,4409.92,56.82,26,9.05,9.03,9.08
25.28,-10.13,51543,5349.67,4411.07,56.71,26,9.07,9.03,9.08
25.29,-10.13,51543,5349.67,4411.07,56.61,26,9.05,9.03,9.07
25.3,-10.13,51544,5349.52,4410.93,56.51,26,9.02,9.02,9.07
25.31,-10.13,51544,5349.52,4410.93,56.41,26,9.07,9.02,9.08
25.32,-10.13,51539,5350.24,4411.65,56.31,26,9.05,9.02,9.07
25.33,-10.13,51528,5351.83,4413.23,56.21,25.9,9.07,9.03,9.08
25.34,-10.12,51528,5351.83,4413.23,56.11,25.9,9.05,9.03,9.07
25.35,-10.12,51522,5352.69,4414.1,56,25.9,9.07,9.03,9.07
25.36,-10.12,51522,5352.69,4414.1,55.9,25.9,9.07,9.03,9.07
25.37,-10.12,51511,5354.27,4415.68,55.8,25.9,9.07,9.03,9.07
25.38,-10.12,51505,5355.14,4416.54,55.7,26,9.07,9.03,9.08
25.39,-10.12,51501,5355.71,4417.12,55.6,26,9.05,9.03,9.07
25.4,-10.11,51494,5356.72,4418.13,55.5,26,9.07,9.03,9.07
25.41,-10.11,51499,5356,4417.41,55.4,26,9.02,9.03,9.07
25.42,-10.11,51499,5356,4417.41,55.3,26,9.05,9.03,9.08
25.43,-10.11,51489,5357.44,4418.85,55.2,26,9.05,9.02,9.07
25.44,-10.11,51483,5358.31,4419.71,55.1,25.9,9.05,9.03,9.07
25.45,-10.11,51477,5359.17,4420.58,54.99,25.9,9.05,9.03,9.07
25.46,-10.1,51474,5359.6,4421.01,54.89,25.9,9.07,9.03,9.07
25.47,-10.1,51470,5360.18,4421.58,54.79,25.9,9.07,9.03,9.07
25.48,-10.1,51468,5360.47,4421.87,54.69,25.9,9.05,9.03,9.07
25.49,-10.1,51463,5361.19,4422.59,54.59,26,9.05,9.03,9.07
25.5,-10.1,51466,5360.76,4422.16,54.49,26,9.07,9.03,9.07
25.51,-10.1,51457,5362.05,4423.46,54.39,26,9.07,9.03,9.07
25.52,-10.09,51446,5363.64,4425.04,54.29,26,9.02,9.02,9.07
25.53,-10.09,51446,5363.64,4425.04,54.19,26,9.05,9.03,9.08
25.54,-10.09,51447,5363.49,4424.9,54.09,26,9.05,9.02,9.07
25.55,-10.09,51438,5364.79,4426.2,53.98,25.9,9.05,9.03,9.07
25.56,-10.09,51440,5364.5,4425.91,53.88,25.9,9.05,9.03,9.08
25.57,-10.09,51431,5365.8,4427.2,53.78,25.9,9.07,9.03,9.07
25.58,-10.08,51427,5366.38,4427.78,53.68,25.9,9.07,9.03,9.07
25.59,-10.08,51423,5366.95,4428.36,53.58,25.9,9.07,9.03,9.08
25.6,-10.08,51422,5367.1,4428.5,53.48,26,9.07,9.03,9.07
25.61,-10.08,51422,5367.1,4428.5,53.38,26,9.05,9.03,9.07
25.62,-10.08,51413,5368.39,4429.8,53.28,26,9.05,9.03,9.07
25.63,-10.08,51415,5368.11,4429.51,53.18,26,9.02,9.03,9.07
25.64,-10.08,51415,5368.11,4429.51,53.08,26,9.05,9.02,9.08
25.65,-10.07,51410,5368.83,4430.23,52.98,26,9.05,9.02,9.07
25.66,-10.07,51404,5369.69,4431.1,52.88,25.9,9.07,9.03,9.07
25.67,-10.07,51396,5370.85,4432.25,52.77,25.9,9.07,9.03,9.08
25.68,-10.07,51397,5370.7,4432.11,52.67,25.9,9.05,9.05,9.08
25.69,-10.07,51395,5370.99,4432.4,52.57,25.9,9.07,9.03,9.07
25.7,-10.07,51388,5372,4433.4,52.47,26,9.07,9.03,9.08
25.71,-10.07,51386,5372.29,4433.69,52.37,26,9.07,9.03,9.08
25.72,-10.06,51384,5372.58,4433.98,52.27,26,9.07,9.03,9.07
25.73,-10.06,51375,5373.87,4435.28,52.17,26,9.05,9.03,9.08
25.74,-10.06,51378,5373.44,4434.85,52.07,26,9.02,9.02,9.07
25.75,-10.06,51378,5373.44,4434.85,51.97,26,9.05,9.02,9.08
25.76,-10.06,51366,5375.17,4436.58,51.87,26,9.05,9.02,9.05
25.77,-10.06,51363,5375.61,4437.01,51.77,25.9,9.07,9.03,9.08
25.78,-10.06,51352,5377.19,4438.6,51.67,25.9,9.07,9.03,9.07
25.79,-10.05,51353,5377.05,4438.45,51.57,25.9,9.07,9.03,9.07
25.8,-10.05,51350,5377.48,4438.89,51.47,25.9,9.07,9.03,9.07
25.81,-10.05,51347,5377.92,4439.32,51.37,26,9.07,9.03,9.07
25.82,-10.05,51342,5378.64,4440.04,51.27,26,9.07,9.03,9.08
25.83,-10.05,51343,5378.49,4439.9,51.17,26,9.07,9.03,9.08
25.84,-10.05,51339,5379.07,4440.48,51.07,26,9.07,9.03,9.08
25.85,-10.05,51334,5379.79,4441.2,50.96,26,9,9.02,9.07
25.86,-10.05,51334,5379.79,4441.2,50.86,26,9.05,9.03,9.08
25.87,-10.04,51326,5380.95,4442.35,50.76,26,9.05,9.02,9.07
25.88,-10.04,51315,5382.54,4443.94,50.66,25.9,9.05,9.03,9.07
25.89,-10.04,51318,5382.1,4443.51,50.56,25.9,9.05,9.03,9.08
25.9,-10.04,51312,5382.97,4444.37,50.46,25.9,9.07,9.03,9.07
25.91,-10.04,51312,5382.97,4444.37,50.36,25.9,9.07,9.03,9.08
25.92,-10.04,51307,5383.69,4445.1,50.26,26,9.07,9.03,9.07
25.93,-10.04,51304,5384.12,4445.53,50.16,25.9,9.07,9.03,9.07
25.94,-10.04,51296,5385.28,4446.68,50.06,26,9.07,9.03,9.07
25.95,-10.04,51300,5384.7,4446.11,49.96,26,9.05,9.03,9.08
25.96,-10.03,51298,5384.99,4446.4,49.86,26,9.02,9.02,9.07
25.97,-10.03,51298,5384.99,4446.4,49.76,26,9.05,9.02,9.08
25.98,-10.03,51290,5386.15,4447.55,49.66,26,9.05,9.02,9.07
25.99,-10.03,51280,5387.59,4449,49.56,25.9,9.07,9.03,9.07
26,-10.03,51281,5387.45,4448.85,49.46,25.9,9.07,9.03,9.07
26.01,-10.03,51281,5387.45,4448.85,49.36,25.9,9.07,9.03,9.07
26.02,-10.03,51272,5388.75,4450.15,49.26,25.9,9.07,9.03,9.07
26.03,-10.03,51274,5388.46,4449.86,49.16,26,9.05,9.03,9.08
26.04,-10.03,51270,5389.04,4450.44,49.06,26,9.05,9.03,9.08
26.05,-10.03,51262,5390.19,4451.6,48.96,26,9.07,9.03,9.07
26.06,-10.03,51259,5390.63,4452.03,48.86,26,9.05,9.03,9.08
26.07,-10.02,51253,5391.49,4452.9,48.76,26,9.02,9.03,9.07
26.08,-10.02,51253,5391.49,4452.9,48.66,26,9.05,9.03,9.08
26.09,-10.02,51255,5391.2,4452.61,48.56,26,9.05,9.03,9.05
26.1,-10.02,51246,5392.51,4453.91,48.46,25.9,9.07,9.03,9.08
26.11,-10.02,51244,5392.79,4454.2,48.36,25.9,9.07,9.03,9.07
26.12,-10.02,51244,5392.79,4454.2,48.26,25.9,9.07,9.03,9.08
26.13,-10.02,51237,5393.81,4455.21,48.16,25.9,9.07,9.03,9.08
26.14,-10.02,51237,5393.81,4455.21,48.06,26,9.07,9.03,9.08
26.15,-10.02,51229,5394.96,4456.37,47.96,26,9.07,9.03,9.08
26.16,-10.02,51226,5395.4,4456.8,47.86,26,9.05,9.03,9.07
26.17,-10.02,51222,5395.98,4457.38,47.76,26,9.07,9.03,9.07
26.18,-10.02,51221,5396.12,4457.53,47.66,26,9.02,9.02,9.07
26.19,-10.02,51221,5396.12,4457.53,47.56,26,9.05,9.03,9.08
26.2,-10.02,51215,5396.99,4458.39,47.46,26,9.05,9.02,9.07
26.21,-10.01,51214,5397.13,4458.54,47.35,25.9,9.07,9.03,9.07
26.22,-10.01,51208,5398,4459.41,47.25,25.9,9.07,9.03,9.08
26.23,-10.01,51204,5398.58,4459.98,47.15,25.9,9.05,9.03,9.08
26.24,-10.01,51200,5399.16,4460.56,47.05,26,9.05,9.03,9.07
26.25,-10.01,51201,5399.01,4460.42,46.95,26,9.07,9.03,9.07
26.26,-10.01,51196,5399.74,4461.14,46.85,26,9.07,9.03,9.08
26.27,-10.01,51191,5400.46,4461.87,46.75,26,9.05,9.03,9.07
26.28,-10.01,51188,5400.89,4462.3,46.66,26,9.07,9.03,9.07
26.29,-10.01,51186,5401.18,4462.59,46.55,26,9.02,9.03,9.07
26.3,-10.01,51186,5401.18,4462.59,46.45,26,9.05,9.03,9.08
26.31,-10.01,51184,5401.47,4462.88,46.35,26,9.05,9.02,9.07
26.32,-10.01,51172,5403.21,4464.61,46.25,25.9,9.07,9.03,9.07
26.33,-10,51172,5403.21,4464.61,46.15,25.9,9.07,9.03,9.07
26.34,-10,51171,5403.35,4464.76,46.05,25.9,9.07,9.03,9.07
26.35,-10,51164,5404.37,4465.77,45.95,25.9,9.07,9.03,9.07
26.36,-10,51169,5403.64,4465.05,45.85,25.9,9.07,9.03,9.07
26.37,-10,51155,5405.67,4467.08,45.75,26,9.07,9.03,9.08
